name,lastname1,lastname2,fullname,job_title,country,skills,university,company
Dulcilene,Gomes,Moya,Dulcilene Gomes Moya,Cybersecurity Analyst,Brazil,Splunk; Wireshark; Kali Linux,Universidade de S�o Paulo,DevOps Masters
Pratima,Bharanya,Muller,Pratima Bharanya Muller,IoT Solutions Architect,India,ROS; Python; Control Theory,Indian Institute of Technology Delhi,Technosoft Innovations
Mary,Carter,Murray,Mary Carter Murray,UI/UX Designer,United States,JavaScript; React,Massachusetts Institute of Technology,TechPro Inc.
Likhitha,Dalvi,Murray,Likhitha Dalvi Murray,Cloud Infrastructure Engineer,India,AWS; Azure; Terraform,Indian Institute of Technology Delhi,DevOps Masters
Pihla,Ketola,Myers,Pihla Ketola Myers,Product Owner,Finland,Unity; Unreal Engine; C#,Aalto University,CyberSec Advisors
Hilla,Saarinen,Myklebust,Hilla Saarinen Myklebust,Cybersecurity Analyst,Finland,Splunk; Wireshark; Nmap,Aalto University,CyberSec Advisors
Demy,Van Rijsewijk,Nair,Demy Van Rijsewijk Nair,Penetration Tester,Netherlands,AWS Lambda; Azure Functions; Google Cloud Functions,Delft University of Technology,CyberShield Consulting
Ariovanda,Moura,Nalivayko,Ariovanda Moura Nalivayko,Robotics Engineer,Brazil,AWS; Azure; Terraform,Universidade de S�o Paulo,DevOps Masters
Maria,Davies,Na,Maria Davies Na,Quantum Computing Specialist,New Zealand,Hadoop; Spark; Python,University of Auckland,Intellitech Innovations
Britney,Martin,Nastenko,Britney Martin Nastenko,Blockchain Developer,United Kingdom,Splunk; Wireshark; Nmap,University of Cambridge,AITech Solutions
Silje,Mller,Naumenko,Silje Mller Naumenko,Data Governance Specialist,Denmark,Matplotlib; Pandas; Azure; Power BI,Technical University of Denmark,GameDev Studios
Alejandra,Flores,Navarro,Alejandra Flores Navarro,Artificial Intelligence Specialist,United Kingdom,Python; TensorFlow; Natural Language Processing,University of Cambridge,AITech Solutions
Camila,Flores,Navarro,Camila Flores Navarro,Artificial Intelligence Engineer,Germany,PyTorch; TensorFlow; Natural Language Processing,Technische Universit�t M�nchen,AITechGmbH
Aino,Arola,Nayak,Aino Arola Nayak,Data Scientist,Finland,HTML; CSS; JavaScript,Aalto University,CyberSec Advisors
Lyuboslava,Lukan,Neal,Lyuboslava Lukan Neal,Software Developer,Ukraine,Swift; Kotlin; Flutter,University of Kiev,TechPro Inc.
Ana,Lambert,Nelson,Ana Lambert Nelson,Robotics Specialist,France,SQL; Oracle,Universit� Paris-Saclay,DataHub Analytics
Nora,Freeman,Nenadovic,Nora Freeman Nenadovic,Data Governance Specialist,United States,Android Development; Kotlin; Azure; Power BI,Massachusetts Institute of Technology,TechPro Inc.
Rebecca,Kelley,Neumller,Rebecca Kelley Neumller,Front-end Developer,Ireland,Arduino; Raspberry Pi; C++,University College Dublin,CyberShield Consulting
Dietlinde,Kreuz,Neva,Dietlinde Kreuz Neva,Frontend Developer,Germany,Swift; Kotlin; Flutter,Technische Universit�t M�nchen,BlockchainGuru
Sigrid,Lilleeng,Neves,Sigrid Lilleeng Neves,Cloud Engineer,Norway,Arduino; Raspberry Pi; C++,University of Oslo,AIResearchLab
Valdira,da Mata,Neves,Valdira da Mata Neves,Cybersecurity Consultant,Brazil,SQL; Python; AWS; Docker,Universidade de S�o Paulo,DevOps Masters
Mlina,Perez,Nguyen,Mlina Perez Nguyen,Data Engineering Specialist,France,Android Development; Kotlin; Azure; Power BI,Universit� Paris-Saclay,DataHub Analytics
Jenny,Fowler,Nguyen,Jenny Fowler Nguyen,Network Architect,Australia,Collibra; Alation; Talend,University of Sydney,Commonwealth Bank
Grishma,Saniel,Nguyen,Grishma Saniel Nguyen,Cybersecurity Analyst,India,Figma; Sketch; Adobe XD,Indian Institute of Technology Delhi,CyberSec Advisors
Vilma,Salonen,Nichiporenko,Vilma Salonen Nichiporenko,Cybersecurity Consultant,Finland,AWS; Azure,Aalto University,CyberSec Advisors
Vanda,Gisem,Nichols,Vanda Gisem Nichols,Network Administrator,Ukraine,Android Development; Kotlin; Azure; Power BI,University of Kiev,CyberSec Advisors
Avrora,Pikovci,Nielsen,Avrora Pikovci Nielsen,Robotics Specialist,Ukraine,Splunk; Wireshark; Kali Linux,University of Kiev,Intellitech Innovations
Sofa,Roque,Nielsen,Sofa Roque Nielsen,Cloud Engineer,Mexico,Swift; Kotlin; Flutter,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Heather,Spencer,Nielsen,Heather Spencer Nielsen,Mobile App Developer,Ireland,React; Angular; Vue.js,University College Dublin,BlockchainGuru
Rebecca,Tipparti,Niemeyer,Rebecca Tipparti Niemeyer,Mobile App Developer,India,Collibra; Alation; Talend,Indian Institute of Technology Delhi,DevOps Masters
Marion,Mannes,Niemi,Marion Mannes Niemi,Network Administrator,Norway,R; TensorFlow; C++; Qt,University of Oslo,AIResearchLab
Pamela,Herrera,Noel,Pamela Herrera Noel,Cloud Engineer,United States,Unity; Unreal Engine; C#,Massachusetts Institute of Technology,TechPro Inc.
Teresa,Pascual,Noel,Teresa Pascual Noel,Embedded Systems Engineer,Spain,AWS; Azure; Terraform,Universidad Complutense de Madrid,Mobiliti Software
Katja,Mau,Noriega,Katja Mau Noriega,Full stack Engineer,Germany,PyTorch; TensorFlow; Natural Language Processing,Technische Universit�t M�nchen,BlockchainGuru
Coline,Gautier,Novaes,Coline Gautier Novaes,DevOps Engineer,France,Node.js; Raspberry Pi; MQTT,Universit� Paris-Saclay,DataHub Analytics
Frances,Koskamp,Novaes,Frances Koskamp Novaes,Robotics Engineer,Netherlands,Splunk; Wireshark; Kali Linux,Delft University of Technology,CyberShield Consulting
Eva,Larson,Nunes,Eva Larson Nunes,Network Architect,United Kingdom,Unity; Unreal Engine; C#,University of Cambridge,AITech Solutions
Deeksha,Shenoy,Nunes,Deeksha Shenoy Nunes,Cloud Architect,India,AWS Lambda; Azure Functions; Google Cloud Functions,Indian Institute of Technology Delhi,GameDev Studios
Manuela,Mckel,Obrien,Manuela Mckel Obrien,Embedded Systems Specialist,Germany,Splunk; Wireshark; Kali Linux,Technische Universit�t M�nchen,BlockchainGuru
Dolores,Cabrera,Ocasio,Dolores Cabrera Ocasio,Cloud Engineer,Spain,Splunk; Wireshark; Nmap,Universidad Complutense de Madrid,Mobiliti Software
Emmi,Indreb,Oja,Emmi Indreb Oja,Front-end Developer,Norway,Figma; Sketch; Adobe XD,University of Oslo,AIResearchLab
Embla,Harestad,Oja,Embla Harestad Oja,Front-end Engineer,Norway,Power BI; Tableau; SQL,University of Oslo,AIResearchLab
Alisa,Sakala,Okumus,Alisa Sakala Okumus,Cybersecurity Consultant,Finland,AWS Lambda; Azure Functions; Google Cloud Functions,Aalto University,CyberSec Advisors
Beatriz,Silva,Oliveira,Beatriz Silva Oliveira,Systems Analyst,Brazil,R; TensorFlow; Kubernetes; Jenkins,University of S�o Paulo,Petrobras
Kim,Cooper,Oliveira,Kim Cooper Oliveira,Frontend Developer,United States,HTML; CSS; JavaScript,Massachusetts Institute of Technology,TechPro Inc.
Susan,Gilbert,Olivier,Susan Gilbert Olivier,Artificial Intelligence Specialist,United Kingdom,Splunk; Wireshark; Nmap,University of Cambridge,AITech Solutions
Vera,Lewis,Olivier,Vera Lewis Olivier,Software Developer,Australia,Agile; Scrum; User Research,University of Sydney,Commonwealth Bank
Ethel,Anderson,Olsen,Ethel Anderson Olsen,Artificial Intelligence Specialist,Australia,Unity; Unreal Engine; C#,University of Sydney,Commonwealth Bank
Odete,Porto,Olsen,Odete Porto Olsen,Cybersecurity Analyst,Brazil,Collibra; Alation; Talend,Universidade de S�o Paulo,DevOps Masters
Laura,Schmidt,Olsen,Laura Schmidt Olsen,Network Architect,United Kingdom,Java; Spring Framework,University of Cambridge,AITech Solutions
Gwendoline,Van Brakel,Olsen,Gwendoline Van Brakel Olsen,Frontend Developer,Netherlands,Solidity; Ethereum; Hyperledger,Delft University of Technology,CyberShield Consulting
Anabel,Chavarra,Oort,Anabel Chavarra Oort,Web Developer,Mexico,Android Development; Kotlin; Azure; Power BI,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Abigail,Lambert,Ophof,Abigail Lambert Ophof,DevOps Engineer,United Kingdom,Swift; Kotlin; Flutter,University of Cambridge,AITech Solutions
Helmi,Huhta,Opseth,Helmi Huhta Opseth,Serverless Solutions Architect,Finland,Node.js; Raspberry Pi; MQTT,Aalto University,CyberSec Advisors
Eva,Matthews,Orbay,Eva Matthews Orbay,Cybersecurity Analyst,Ireland,Kali Linux; Metasploit; Burp Suite,University College Dublin,BlockchainGuru
Mayra,Siene,Ordia,Mayra Siene Ordia,Cybersecurity Analyst,Brazil,SQL; Python; Node.js; MongoDB,University of S�o Paulo,Embraer
Sofia,Gonzlez,Orosco,Sofia Gonzlez Orosco,Mobile App Developer,Spain,Python; TensorFlow; Scikit-learn,Universidad Complutense de Madrid,Mobiliti Software
Clia,Henry,Ortega,Clia Henry Ortega,Software Developer,France,HTML; CSS; C++; Qt,Universit� Paris-Saclay,DataHub Analytics
Siril,Sreide,Otoole,Siril Sreide Otoole,DevOps Engineer,Norway,SQL; Python; AWS; Docker,University of Oslo,AIResearchLab
Shilpa,Chatterjee,Owens,Shilpa Chatterjee Owens,Product Owner,India,Figma; Sketch; Adobe XD,Indian Institute of Technology Delhi,CyberShield Consulting
Elya,Aubert,ymen,Elya Aubert ymen,Software Developer,France,PyTorch; TensorFlow; Natural Language Processing,Universit� Paris-Saclay,DataHub Analytics
Lakshmi,Moolya,z,Lakshmi Moolya z,Systems Analyst,India,AWS; Azure; Terraform,Indian Institute of Technology Delhi,AIResearchLab
Jackie,Fisher,Ozansoy,Jackie Fisher Ozansoy,Serverless Architect,United States,R; TensorFlow; C++; Qt,Massachusetts Institute of Technology,TechPro Inc.
Hanna,Schulz,zbir,Hanna Schulz zbir,Cybersecurity Consultant,Germany,PyTorch; TensorFlow; Natural Language Processing,Technische Universit�t M�nchen,BlockchainGuru
Rosemary,Perkins,Pabst,Rosemary Perkins Pabst,Software Developer,United States,Adobe Photoshop; Sketch,Massachusetts Institute of Technology,TechPro Inc.
Margarita,Crespo,Pai,Margarita Crespo Pai,IoT Developer,Spain,Matplotlib; Pandas; Azure; Power BI,Universidad Complutense de Madrid,Mobiliti Software
Katrine,Andersen,Pai,Katrine Andersen Pai,Serverless Solutions Architect,Denmark,ROS; Python; Control Theory,Technical University of Denmark,GameDev Studios
Michelle,Baker,Pakkala,Michelle Baker Pakkala,Network Administrator,United Kingdom,Agile; Scrum; Product Roadmapping,University of Cambridge,AITech Solutions
Lonie,Noel,Pakkala,Lonie Noel Pakkala,Quantum Computing Researcher,France,HTML; CSS; JavaScript,Universit� Paris-Saclay,DataHub Analytics
Enni,Lauri,Palmer,Enni Lauri Palmer,Systems Analyst,Finland,Agile; Scrum; User Research,Aalto University,CyberSec Advisors
Victoria,Andersen,Palmer,Victoria Andersen Palmer,Cybersecurity Consultant,Canada,Docker; Kubernetes; Ansible,University of Toronto,Intellitech Innovations
Cindy,Jenkins,Pantic,Cindy Jenkins Pantic,Web Developer,United States,Python; TensorFlow; Natural Language Processing,Massachusetts Institute of Technology,TechPro Inc.
Ouissal,Stakenburg,Paredes,Ouissal Stakenburg Paredes,Robotics Specialist,Netherlands,Unity; Unreal Engine; C#,Delft University of Technology,CyberShield Consulting
Lola,Aubert,Pascual,Lola Aubert Pascual,Artificial Intelligence Researcher,France,HTML; CSS; JavaScript,Universit� Paris-Saclay,DataHub Analytics
Misty,Lopez,Patel,Misty Lopez Patel,Machine Learning Scientist,Australia,Swift; Kotlin; Flutter,University of Sydney,Commonwealth Bank
Alba,Lpez,Patel,Alba Lpez Patel,Cybersecurity Consultant,Spain,HTML; CSS,Universidad Complutense de Madrid,Mobiliti Software
Marte,Reinholdtsen,Patel,Marte Reinholdtsen Patel,Data Engineering Specialist,Norway,Android Development; Kotlin; Azure; Power BI,University of Oslo,AIResearchLab
Kreszentia,Feist,Patel,Kreszentia Feist Patel,Cybersecurity Analyst,Germany,HTML; CSS,Technische Universit�t M�nchen,BlockchainGuru
Mallory,Van Drie,Patel,Mallory Van Drie Patel,Serverless Solutions Architect,Netherlands,Solidity; Ethereum; Hyperledger,Delft University of Technology,CyberShield Consulting
Varisha,Van der Peijl,Pavelko,Varisha Van der Peijl Pavelko,Cybersecurity Analyst,Netherlands,Splunk; Wireshark; Kali Linux,Delft University of Technology,CyberShield Consulting
Ftima,Hernndez,Payne,Ftima Hernndez Payne,Quantum Computing Researcher,Spain,Solidity; Ethereum; Hyperledger,Universidad Complutense de Madrid,Mobiliti Software
Katrine,Johansen,Pedersen,Katrine Johansen Pedersen,Mobile App Developer,Denmark,Solidity; Ethereum; Hyperledger,Technical University of Denmark,GameDev Studios
Eva,Harper,Pedersen,Eva Harper Pedersen,Front-end Engineer,Ireland,Arduino; Raspberry Pi; C++,University College Dublin,Technosoft Innovations
Maya,Legrand,Pedersen,Maya Legrand Pedersen,Web Developer,France,Python; TensorFlow; Scikit-learn,Universit� Paris-Saclay,DataHub Analytics
Nayana,Shayana,Pedersen,Nayana Shayana Pedersen,DevOps Engineer,India,Splunk; Wireshark; Nmap,Indian Institute of Technology Delhi,Technosoft Innovations
Zilda,Jesus,Pedersen,Zilda Jesus Pedersen,Embedded Systems Specialist,Brazil,HTML; CSS; JavaScript,Universidade de S�o Paulo,DevOps Masters
Amelia,Stewart,Pedersen,Amelia Stewart Pedersen,Cloud Engineer,United States,Docker; Kubernetes,Massachusetts Institute of Technology,TechPro Inc.
Vicki,Fuller,Peixoto,Vicki Fuller Peixoto,Quantum Computing Specialist,United Kingdom,Cisco; Linux; Wireshark,University of Cambridge,AITech Solutions
Karina,Komorovskiy,Pejic,Karina Komorovskiy Pejic,Product Owner,Ukraine,PyTorch; TensorFlow; Natural Language Processing,University of Kiev,TechPro Inc.
Hilde,Lervik,Pelto,Hilde Lervik Pelto,Web Developer,Norway,R; TensorFlow; Kubernetes; Jenkins,University of Oslo,AIResearchLab
Arpitha,Bharanya,Peltonen,Arpitha Bharanya Peltonen,Mobile App Developer,India,Unity; Unreal Engine; C#,Indian Institute of Technology Delhi,GameDev Studios
Laurie,Bergeron,Pena,Laurie Bergeron Pena,Full stack Engineer,Canada,HTML; CSS,University of Toronto,Intellitech Innovations
Medina,Sveum,Pea,Medina Sveum Pea,Game Developer,Norway,SQL; Python; AWS; Docker,University of Oslo,AIResearchLab
Louisa,Francois,Pea,Louisa Francois Pea,Software Developer,France,PyTorch; TensorFlow; Natural Language Processing,Universit� Paris-Saclay,DataHub Analytics
Tilde,Vestnes,Pereira,Tilde Vestnes Pereira,Game Developer,Norway,Unity; Unreal Engine; C#,University of Oslo,AIResearchLab
Manuela,Bentez,Pereira,Manuela Bentez Pereira,Business Intelligence Analyst,Spain,HTML; CSS; JavaScript,Universidad Complutense de Madrid,Mobiliti Software
Meghan,Rhodes,Perez,Meghan Rhodes Perez,Full stack Engineer,Australia,R; TensorFlow; Kubernetes; Jenkins,University of Sydney,Commonwealth Bank
Shravya,Patil,Perez,Shravya Patil Perez,Embedded Systems Specialist,India,SQL; Python; Node.js; MongoDB,Indian Institute of Technology Delhi,DevOps Masters
Bernab,Figueroa,Perkins,Bernab Figueroa Perkins,Cloud Infrastructure Engineer,Mexico,Hadoop; Spark; Python,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Mimosa,Martins,Perko,Mimosa Martins Perko,Database Administrator,Brazil,Agile; Scrum; Product Roadmapping,Universidade de S�o Paulo,DevOps Masters
Abigail,Ct,Perrin,Abigail Ct Perrin,Mobile App Developer,Canada,ROS; Python; Control Theory,University of Toronto,Intellitech Innovations
Florestana,Nascimento,Perrin,Florestana Nascimento Perrin,Big Data Engineer,Brazil,AWS; Docker; Azure; Power BI,Universidade de S�o Paulo,DevOps Masters
Sara,Larsen,Peters,Sara Larsen Peters,Quantum Computing Researcher,Denmark,Arduino; Raspberry Pi; C++,Technical University of Denmark,GameDev Studios
Maria,Barnes,Petersen,Maria Barnes Petersen,Serverless Architect,United Kingdom,Qiskit; Cirq; Pennylane,University of Cambridge,AITech Solutions
Alma,Mortensen,Petersen,Alma Mortensen Petersen,Machine Learning Engineer,Denmark,AWS; Azure; Terraform,Technical University of Denmark,GameDev Studios
Sophie,Martin,Petit,Sophie Martin Petit,Network Administrator,France,Cisco; Networking,University of Paris,Societe Generale
Hilda,Moore,Petit,Hilda Moore Petit,Full stack Engineer,United States,AWS; Azure; Terraform,Massachusetts Institute of Technology,TechPro Inc.
Alexandra,Martinez,Petkovic,Alexandra Martinez Petkovic,Game Developer,United Kingdom,PyTorch; TensorFlow; Natural Language Processing,University of Cambridge,AITech Solutions
Elaine,Santos,Phillips,Elaine Santos Phillips,Product Manager,Brazil,Solidity; Ethereum; Hyperledger,Universidade de S�o Paulo,DevOps Masters
Delphine,Lo,Phillips,Delphine Lo Phillips,Machine Learning Engineer,Canada,Python; R,University of Toronto,Intellitech Innovations
Kylie,Hernandez,Phillips,Kylie Hernandez Phillips,Full Stack Engineer,Australia,Figma; Sketch; Adobe XD,University of Sydney,Commonwealth Bank
Deusa,Alves,Phillips,Deusa Alves Phillips,Big Data Engineer,Brazil,AWS; Azure; Terraform,Universidade de S�o Paulo,DevOps Masters
Deanna,Newman,Pierce,Deanna Newman Pierce,Network Architect,Australia,Collibra; Alation; Talend,University of Sydney,Commonwealth Bank
Amelia,Bustos,Pierre,Amelia Bustos Pierre,Data Scientist,Mexico,Splunk; Wireshark; Nmap,Universidad Nacional Aut�noma de M�xico,Technosoft Innovations
Alexandra,Lee,Pierre,Alexandra Lee Pierre,Blockchain Security Analyst,New Zealand,AWS; Azure; Terraform,University of Auckland,BlockchainGuru
Sophie,Chu,Pineda,Sophie Chu Pineda,Web Developer,Canada,ROS; Python; Control Theory,University of Toronto,Intellitech Innovations
Florence,Howard,Pinto,Florence Howard Pinto,DevOps Engineer,Ireland,Splunk; Wireshark; Nmap,University College Dublin,BlockchainGuru
Kavyashri,Namnaik,Pinto,Kavyashri Namnaik Pinto,IoT Solutions Architect,India,Python; R,Indian Institute of Technology Delhi,Intellitech Innovations
Camilla,Haarr,Pisarchuk,Camilla Haarr Pisarchuk,Software Developer,Norway,React; Angular; Vue.js,University of Oslo,AIResearchLab
Mlody,Chevalier,Pizarro,Mlody Chevalier Pizarro,Big Data Engineer,France,ROS; Python; Control Theory,Universit� Paris-Saclay,DataHub Analytics
Monisha,Stekelenburg,Pizarro,Monisha Stekelenburg Pizarro,Cybersecurity Consultant,Netherlands,Cisco; Linux; Wireshark,Delft University of Technology,CyberShield Consulting
Andrea,Pedersen,Plevako,Andrea Pedersen Plevako,Machine Learning Scientist,Denmark,Splunk; Wireshark; Kali Linux,Technical University of Denmark,GameDev Studios
Margit,Myhrvold,Polat,Margit Myhrvold Polat,Cybersecurity Analyst,Norway,HTML; CSS; C++; Qt,University of Oslo,AIResearchLab
Tvorislava,Kiyanchenko,Polat,Tvorislava Kiyanchenko Polat,Blockchain Developer,Ukraine,Python; TensorFlow; Scikit-learn,University of Kiev,Technosoft Innovations
Berenice,Peixoto,Polat,Berenice Peixoto Polat,Cybersecurity Analyst,Brazil,AWS Lambda; Azure Functions; Google Cloud Functions,Universidade de S�o Paulo,DevOps Masters
